video,sim_online,sim_retrospective,sim_lesioned,sim_NN_input
59,NaN,0.10999999999999999,0.275,0.14976190476190473
60,NaN,0.0,0.0,0.0125
61,NaN,0.575,0.15,0.18250000000000005
62,NaN,0.4541666666666667,0.55,0.3104761904761904
63,NaN,0.75,0.525,0.2783333333333333
64,NaN,0.6,0.525,0.24000000000000005
65,NaN,0.12083333333333332,0.175,0.13
66,NaN,0.4791666666666667,0.3075,0.27428571428571435
67,NaN,0.625,0.625,0.27083333333333337
68,NaN,0.9,0.85,0.27999999999999997
69,NaN,0.0,0.0,0.21000000000000002
70,NaN,0.6416666666666666,0.4458333333333333,0.26
71,NaN,0.4208333333333333,0.7333333333333333,0.3066666666666667
72,NaN,0.425,0.45,0.1916666666666666
73,NaN,0.5125,0.3950000000000001,0.3783333333333333
74,NaN,0.6166666666666665,0.8666666666666668,0.32166666666666677
75,NaN,0.16583333333333336,0.0,0.07380952380952381
76,NaN,0.37416666666666665,0.3683333333333333,0.19738095238095238
77,NaN,0.4416666666666666,0.5583333333333333,0.2454761904761905
78,NaN,0.3233333333333333,0.75,0.14142857142857143
79,NaN,0.3991666666666667,0.3383333333333333,0.28547619047619044
80,NaN,0.26666666666666666,0.5,0.17666666666666672
81,NaN,0.35,0.125,0.03833333333333334
82,NaN,0.21916666666666673,0.20833333333333331,0.18690476190476185
83,NaN,0.28500000000000003,0.28500000000000003,0.1983333333333333
84,NaN,0.65,0.625,0.13500000000000004
85,NaN,0.15416666666666665,0.2,0.08809523809523809
86,NaN,0.975,0.975,0.22761904761904767
87,NaN,0.13333333333333336,0.3,0.17583333333333334
88,NaN,0.35833333333333334,0.325,0.14833333333333332
89,NaN,0.33333333333333337,0.625,0.12833333333333333
90,NaN,0.4,0.85,0.24
91,NaN,0.3458333333333333,0.15833333333333335,0.10392857142857141
92,NaN,0.5,0.25,0.32999999999999996
93,NaN,0.55,0.825,0.18000000000000005
94,NaN,0.9583333333333334,0.7083333333333333,0.40999999999999986
95,NaN,0.6583333333333334,0.4083333333333333,0.2516666666666667
96,NaN,0.2375,0.29166666666666663,0.16
97,NaN,0.0,0.0,0.15
98,NaN,0.45916666666666667,0.3333333333333332,0.4364285714285714
99,NaN,0.875,0.8666666666666666,0.40666666666666673
100,NaN,0.3416666666666666,0.675,0.15999999999999998
